Patients with the CYP2C9 Diplotype *1/*45  display a CYP2C9 Intermediate Metabolizer phenotype with an activity score of 1.0. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *1/*46  display a CYP2C9 Intermediate Metabolizer phenotype with an activity score of 1.5. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *1/*47  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *1/*48  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *1/*49  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *1/*50  display a CYP2C9 Intermediate Metabolizer phenotype with an activity score of 1.5. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *1/*51  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *1/*52  display a CYP2C9 Intermediate Metabolizer phenotype with an activity score of 1.0. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *1/*53  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *1/*54  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *1/*55  display a CYP2C9 Intermediate Metabolizer phenotype with an activity score of 1.5. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *1/*56  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *1/*57  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *1/*58  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *1/*59  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *1/*60  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *1/*61  display a CYP2C9 Intermediate Metabolizer phenotype with an activity score of 1.5. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *1/*62  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *1/*63  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *1/*64  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *1/*65  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *1/*66  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *1/*67  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *1/*68  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *1/*69  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *1/*70  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *1/*71  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *1/*72  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *1/*73  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *1/*74  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *1/*75  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *2/*2  display a CYP2C9 Intermediate Metabolizer phenotype with an activity score of 1.0. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *2/*3  display a CYP2C9 Poor Metabolizer phenotype with an activity score of 0.5. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *2/*4  display a CYP2C9 Intermediate Metabolizer phenotype with an activity score of 1.0. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *2/*5  display a CYP2C9 Intermediate Metabolizer phenotype with an activity score of 1.0. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *2/*6  display a CYP2C9 Poor Metabolizer phenotype with an activity score of 0.5. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *2/*7  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *2/*8  display a CYP2C9 Intermediate Metabolizer phenotype with an activity score of 1.0. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *2/*9  display a CYP2C9 Intermediate Metabolizer phenotype with an activity score of 1.5. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *2/*10  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *2/*11  display a CYP2C9 Intermediate Metabolizer phenotype with an activity score of 1.0. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *2/*12  display a CYP2C9 Intermediate Metabolizer phenotype with an activity score of 1.0. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *2/*13  display a CYP2C9 Poor Metabolizer phenotype with an activity score of 0.5. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *2/*14  display a CYP2C9 Intermediate Metabolizer phenotype with an activity score of 1.0. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *2/*15  display a CYP2C9 Poor Metabolizer phenotype with an activity score of 0.5. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *2/*16  display a CYP2C9 Intermediate Metabolizer phenotype with an activity score of 1.0. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *2/*17  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *2/*18  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *2/*19  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *2/*20  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *2/*21  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *2/*22  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *2/*23  display a CYP2C9 Intermediate Metabolizer phenotype with an activity score of 1.0. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *2/*24  display a CYP2C9 Poor Metabolizer phenotype with an activity score of 0.5. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *2/*25  display a CYP2C9 Poor Metabolizer phenotype with an activity score of 0.5. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *2/*26  display a CYP2C9 Intermediate Metabolizer phenotype with an activity score of 1.0. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *2/*27  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *2/*28  display a CYP2C9 Intermediate Metabolizer phenotype with an activity score of 1.0. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *2/*29  display a CYP2C9 Intermediate Metabolizer phenotype with an activity score of 1.0. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *2/*30  display a CYP2C9 Intermediate Metabolizer phenotype with an activity score of 1.0. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *2/*31  display a CYP2C9 Intermediate Metabolizer phenotype with an activity score of 1.0. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *2/*32  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *2/*33  display a CYP2C9 Poor Metabolizer phenotype with an activity score of 0.5. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *2/*34  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *2/*35  display a CYP2C9 Poor Metabolizer phenotype with an activity score of 0.5. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *2/*36  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *2/*37  display a CYP2C9 Intermediate Metabolizer phenotype with an activity score of 1.0. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *2/*38  display a CYP2C9 Intermediate Metabolizer phenotype with an activity score of 1.0. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *2/*39  display a CYP2C9 Poor Metabolizer phenotype with an activity score of 0.5. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *2/*40  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *2/*41  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *2/*42  display a CYP2C9 Poor Metabolizer phenotype with an activity score of 0.5. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *2/*43  display a CYP2C9 Poor Metabolizer phenotype with an activity score of 0.5. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *2/*44  display a CYP2C9 Intermediate Metabolizer phenotype with an activity score of 1.0. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *2/*45  display a CYP2C9 Poor Metabolizer phenotype with an activity score of 0.5. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *2/*46  display a CYP2C9 Intermediate Metabolizer phenotype with an activity score of 1.0. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *2/*47  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *2/*48  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *2/*49  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *2/*50  display a CYP2C9 Intermediate Metabolizer phenotype with an activity score of 1.0. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *2/*51  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *2/*52  display a CYP2C9 Poor Metabolizer phenotype with an activity score of 0.5. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *2/*53  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *2/*54  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *2/*55  display a CYP2C9 Intermediate Metabolizer phenotype with an activity score of 1.0. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *2/*56  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *2/*57  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *2/*58  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *2/*59  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *2/*60  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *2/*61  display a CYP2C9 Intermediate Metabolizer phenotype with an activity score of 1.0. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *2/*62  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *2/*63  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *2/*64  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *2/*65  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *2/*66  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *2/*67  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *2/*68  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *2/*69  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *2/*70  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *2/*71  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *2/*72  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *2/*73  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *2/*74  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *2/*75  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *3/*3  display a CYP2C9 Poor Metabolizer phenotype with an activity score of 0.0. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *3/*4  display a CYP2C9 Poor Metabolizer phenotype with an activity score of 0.5. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *3/*5  display a CYP2C9 Poor Metabolizer phenotype with an activity score of 0.5. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *3/*6  display a CYP2C9 Poor Metabolizer phenotype with an activity score of 0.0. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *3/*7  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *3/*8  display a CYP2C9 Poor Metabolizer phenotype with an activity score of 0.5. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *3/*9  display a CYP2C9 Intermediate Metabolizer phenotype with an activity score of 1.0. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *3/*10  display a CYP2C9 Indeterminate phenotype with an activity score of n/a. The corresponding EHR notation for this diplotype categorizes it as none.
Patients with the CYP2C9 Diplotype *3/*11  display a CYP2C9 Poor Metabolizer phenotype with an activity score of 0.5. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *3/*12  display a CYP2C9 Poor Metabolizer phenotype with an activity score of 0.5. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *3/*13  display a CYP2C9 Poor Metabolizer phenotype with an activity score of 0.0. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *3/*14  display a CYP2C9 Poor Metabolizer phenotype with an activity score of 0.5. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
Patients with the CYP2C9 Diplotype *3/*15  display a CYP2C9 Poor Metabolizer phenotype with an activity score of 0.0. The corresponding EHR notation for this diplotype categorizes it as Abnormal/Priority/High Risk.
